hs_class,text
positive,"Kita Lengserkan Jokowi Dodo yg lebih tepat, Aman dan tentram negri ini."
positive,Wah keren bang ulasanya.. Mantap.. Lanjjutkan perjuanganmu membela rakyat lemah nan kecil.. Lengserkan jokowi
positive,SI KUTIL BABI TELAH MELECEHKAN PRIBUMI DAN UMAT ISLAM IklanAhokJahat
negative,Tadi video call dgn sofiya and guest what kiteorg pki baju and seluar yg sama without discussing. #twinsgoal'
negative,Pernah denger pepatah proses lebih penting drpada hasil gak? nGue sih bakal kasih appreciate bgt ke tim 2 karna wow perjuangan mereka buat perform gaada cacat itu keren bgt'
negative,Hahah... ada pepatah mengatakan jangan ladeni orang dungu berdebat. Gw aminin aja deh.'
negative,"Maaf pak Saya poto ini dihalte depan taman anggrek. Tolong donk nama S.parman itu di pisahkan dgn nama podomoro city. Nama seorangÂ Pahlawan Revolusi. Tak elok te ulis "" s.parman podomoro city """
negative,u mau w eue?'
negative,"Jogja menjadi sejarah penting dan saksi bisu, proses dimana saya harus lebih memaksimalkan apa yg saya miliki, Otak yg lbh berfikir keras dari biasanya, Tangan yg multi tasking, Tubuh yg harus selalu fit, Kaki yg harus tegap berdiri kuat dalam setiap kon"
positive,budha teroris
positive,Ajarin pake ht..liat pk ht..gunain nalar sblm mati..
positive,Kalo punya otak ya pake dong mbak! Tolol.'
positive,"Cebong otak buntu, jutaan rakyat Indonesia aja lu masih bingung nyari pengganti jokowi..'"
positive,Lepastu e ct boleh lepas tangan semua kerja yg lecturer bagi apelancau sial cina ni'
negative,Lindes aja sampe mencret'
negative,"Sudah jatuh te impa tangga, itulah yang dialami oleh Ramli Anwar, pegawai pajak yang kena OTT karena peras korban Rp 50 juta. Ramli kini dipecat. via "
positive,"Ahok ga mau bebas bersyarat, Krn hdp di MAKO lbh nyaman. nKnp nyaman ? Ini rejim KACUNG !!! nItulah sifat China pengkhianat.'"
positive,"Buzzer parpol pada sibuk naiking rating parpolnya. nLiberal, syiah &amp komunis sibuk jualan sekte agamanya. nCebi sibuk jualan junjungannya 2 periode. nBani Jamban masih sibuk muja2 Napi transparan. nSebagian besar lalai akan ""waktu""'"
negative,bener banget ke indahan alam budaya dan segala hal yg terkaitnya #JokowiSayangiPapua
positive,Ahok korbannya...gubernur baru tersenyum penuh kemenangan berbau busuk anyir bersimbah nanah luka SARA cenderung cuci tangan...
negative,Mahakarya Gebyar Pesona Budaya Garut (GPBG 2018)
negative,"JIL, JIN, Slamet Nusantara memang agenda tokoh NU struktural, sdh"
positive,betul bro.. PSI ini isinya sontoloyo semua bro.. yang jelas salah malah dilindungi dan diushakan menjadi benar..'
negative,"Baca aja Mas, baca sebelah istri kali aja abis baca langsung eue. nHE HE.'"
positive,Bct kampang'
positive,= Akun anak PKI
negative,Be emu dg tokoh agama non muslim juga pak de....supaya seimbang....
negative,U-Kwon beragama kristen'
positive,"Suciwati Munir ""Saya Enggak Percaya Sama Jokowi Bisanya Ngomong Doang."" URL URL"
positive,Yg rakyat sangat perlukan mundur adalah jokowi
negative,"aktris dehh '( tar kamu jd transgender kalo aktor ""('"
positive,iya lah bencong idiot spt lo kan emang bloon ....baru pake foto aja udah ngaku2 asli'
negative,"Yah silahkan klo mau ganti pakde, tpi dgn cara yg spo if elegan, untuk soal gerakan subuhan itu sngat kental unsur politisnya, itu yg aku tekankan, bkn melebar kmn2"
negative,"Rasanya pengen pergi ke tempat antah berantah, ngilang gitu dan membaur dengan orang asing, mengasingkan diri kalo perlu'"
positive,Inget pipis onta liat wajahnya'
negative,'
negative,"Even mukanya bersih mulus tanpa cacat ttp mesti di rawat darling. Lo kan ga bakal forever 16th, makin nambah umur kulit juga nambah tua apalagi sekarang makin banyak polusi.'"
positive,"Nah iya, tiap hari nyemilnya tai onta sih'"
negative,Kalo aku dapat lesbi ni mmg mampos ah babi sial kau ni URL
positive,"Prabowo "" Kita akn berantas penindas muslim! Kelihatan bgt gak adil. Kl pemimpin yg baik tuh blg ""Kita akn berantas semua penindas agama"""
negative,"Gua kayanya iya deh, setiap buka kacamata temen gua blg ""sipit banget woi beda, pake aja kacamatanya lagi"" '"
negative,KPK Periksa Gubernur Sumut dan Cawagub Ijeck Shah
positive,CINA ASU URL
negative,"Kalau sdh begini, Apa Pak , bakal memberikan rehabilitasi? n tdk bersalah, apa yg dia katakan benar! nAl- '"
positive,"seorang mujahid tak akan pernah berkata kasar, apalagi menghina ulama. Haram hukumnya pilih wakil rakyat dari pa ai penghina Islam, ulama, muslim. Dus, pa ai Islam penghianat muslim Indonesia #2019Ga"
negative,Rezim Soeha o melepas Freepo demi mendapatkan kekuasaan. Jokowi menganulir PP yang dikeluarkan SBY karena 'salah menghitung' biaya yang dikeluarkan tak sesuai dengan divestasi saham 30 %. nHanya yang bisa 'merampa
negative,INUS adalah modus para antek kaum liberal...Syiah dan Yahudi untuk menghancurkan Islam umumnya dan Ahlussunah Sunnah pada khususnya.'
positive,"di pilkada DKI 2017 yg didengungkan soal agama tapi dipilpres sekarang yg didengungkan ganti presiden,sampai2 di tajil dilabelin ganti presiden, dasar munafik'"
positive,"ANA WONG GEK MEMBAGI-BAGIKAN KATA-KATA MOTIVASI KOK MALAH DIKON ANTRAKSI, GENDENG! HINA! KAFIR! CEBONG! MBELEK LANCUNG SEKO MENTOK SING GEK ANGKREM! AAGHR! nJOLODONG!'"
negative,sakit perut dibeliin gorengan ((( MAKEN MENCRET AKU MAS'
negative,"sinting, SP keluar tgl 28 maret, rencana kirim 28 maret juga modyar'"
positive,"#2019GantiPresiden Pilkada DKI 2017 kita sudah SINGKIRKAN AHOK, INSYA ALLOH #2019GantiPresiden"
positive,Sekalian Presidennya Impor. . Kebangetan Wajib #2019GantiPresiden
positive,"Rakyat 3lauk10ribu pake telor separo? nKalau mampu 20rb, kenapa ngasih 10rb nBajingan kau gendut tai, hidup gak ada berkah. n#2019GantiPresiden'"
negative,"[75 24] Dan wajah-wajah (orang kafir) pada hari itu muram,'"
negative,org sipit mu ngrusak moral ank kcil kaga tanggung2 bikin video semua persi ada .'
negative,"Disebut Kampungan Oleh Nagita Slavina, Begini Reaksi Ayu Ting Ting URL"
positive,"Mungkin kamu yg smakin bodoh? Pancasila, UUD'45, TAP MPR no.25 Sudah Final PKI terlarang! kecebong gak usah rayu-rayu Presiden utk buat Perpu"
negative,"wkwkwkw akhirnya antek Amerika ini pasang badan juga, krn 51% saham Freepo dikuasai Indonesia !'"
negative,yg disebut hailah yahudi?'
negative,Apa tau kalo hari ini kita ttd menguasai 51% saham PFI.masih mau teriak pro asing lagi?? Saat kamu jadi ketua MPR sudah melakukan apa utk paksa PFI kasih 51% saham ke Indonesia???'
negative,"Saat itu heboh berita database kita bocor dan tersimpan di luar negeri. Se a awal mula invansi TKA china, dengan di buatkannya barak-barak di papua URL"
negative,"Dan stereotipenya jadi kayak orang muslim benci anjing Bos saya yang katolik pernah 2 gajak ketemu klien yang kebetulan Pastor, selalu diperkenalkan dengan ""mas Don ini pecinta anjing lho Mo! (romo)"" seolah itu ha"
negative,PKS Sepakat untuk Setujui Pilkada Dikembalikan ke DPRD
negative,Prof. bagaimana menyikapi orang2 kristen yg mendatangi rumah2 muslim utk menyebarkan agama kristen (sekte johovah) ?
positive,Tae sih ni orang ))'
positive,Asu mrk itu'
negative,"sis kalau tak suka sis cakap je depan muka, sis puas hati &amp dia pun tahu perangai bodo dia so hidup bahagia takda masalah muka berseri seri duit makin banyak pokok subur pencemaran makin kurang kesan rumah hijau pun boleh kurang'"
negative,URL &lt -download ngentot di toilet sekolah #bispak #porn #bokep'
negative,"Menurut Denise Leith, rezim Soeha o menginginkan saham sebesar 8,9 persen. Namun, Freepo tak langsung memenuhi permintaan Soeha o. n#Freepo 51'"
negative,Bilang bajingan dikasih surat cinta KPI nggak si?'
positive,Dasar kaum onta nBacot ajj digedein nIstighfar ngapa?!'
negative,"Hahaha itu berbeda dibandara tempat byk penumpang dari berbagai negara. Lah ini dijalan di kabupaten ada rambu tulisan cina, terlihat bgt minta dijajah cina'"
negative,"bukannya, Israel yang mengundang yahudi dari seluruh dunia utk tinggal di israel, banyak warga Israel adalah keturunan2 yg org tua ny dari negara2 arab .'"
positive,GEBLEK NGAPA NGETAG ELU YA WKWKWK'
positive,"Agar Muslim moderat tak jadi sasaran tembak, Buang Islam MUI kalau baru terduga sudah ditembak, tak setuju"
positive,"Yg mulai duluan siapa ya? Gue bales lo sakit jiwa?? Ettt dah jd laki kok banci, URL"
negative,"heran sama cowo normal yang suka ngelonte apa enaknya si? cuma buang pejuh doang kan? enakan lontenya di genjot di bayar idih goblok amat, sesekali main sma gay yang mania tau hyper, di jamin puas lahir batin lebih puas dari lonte lonte parasit, omonga"
negative,Bhabinkamtibmas Desa Cantuk bersama Kades memberikan Binluh utk Cipkon jelang Pilkada serentak..klik disini.ð??? 
negative,"Udeeeh kebiasaan sebelum tidur mobile data &amp wifi off, all apps removed. Baru tadi malam kacrut. nLol wne nunggu yang X Plus aje '"
positive,"jing ccd org2 kek gitu disuruh pegang gangang badminton aja paling dijadiin maenan gitar, belagak bgt elah'"
negative,Karena kita jablay berkelas'
positive,gosah kangen ama gua klo gitu edan'
negative,Semoga bisa ketemu Presiden di IstanaKepresidenan Bogor
positive,Babi... iya memang si Ahok gak jauh kayak Babi..
positive,Dari awal sebelum filmnya tayang juga udah gak boleh spoiler!!!!! nBACOT ANJENG'
negative,Wakil Gubernur Babel Abdul Fatah bersyukur pese a event Sungailiat Triathlon dari tahun ke tahun be ambah. Ia menilai event ini
positive,Lengserkan jokowi karena sudah mempermain kan hukum
positive,"Iya kan dia minta klarifikasi, kalo masih di deny, hantam aja dsr terkutuk'"
positive,Wahai kamu yang menolak Reklomasi mari tuntut untuk batalkan reklamasi via . URL
negative,"HMM NTAB YUMMY, PASUTRI KURANG2iN NGENTOD NYA, INGET PUASA, KALO KJADIAN JGN MLS2AN KERAMAS'"
negative,bajingan! jd pengen nasi padang kan'
negative,Kalau legislatif gagal. Kok diambil calon wakilnya. Yang bego ini siapa? kira-kira???'
positive,Sesama bani bahlul mrmang ngumpulnya sama #pekok'
negative,pura2 buta '
negative,"sangat dan sangat2 tdk ad yg membenci islam.....cm kadang perasaan yg berlebihan padahal presiden kita sangat taat agama p dikonotasikan lain bahkan dianggap antek aseng,komunis dll....sungguh ga nge hal2 spt ini.'"
positive,"Saudaraku, JIKA MASIH ADA KECINTAAN PADA AGAMA DAN NEGARA INI, UMAT ISLAM BANGKITLAH DAN BERGERAK !!! #2019GantiPresiden Satukan Gerak #2019PresidenBaru"
negative,"Tidak lama kemudian aku be emu dia, lelaki pujaan ku . Tapi mengapa dia malah memanggilku gendut. Saat itu aku mantabkan dalam hati bahwa aku harus berdiet. Begitulah roda terus berputar. #JFCOLOURDAY URL"
negative,Sektor perikanan budidaya memiliki potensi yang tinggi untuk mendongkrak pe umbuhan ekonomi 
positive,Timnas Cacat mental. Dy apa prestasi yg telah km torehkan buat indonesia selama menjadi ketua ? Mundur o. Wong edan jabatan'
negative,Yooo om wajae see gak asing ... yaola merusak nama baik kost mifthakul jannah wkwkkw'
negative,"Admin gerindong pamer ""kepintaran"".."
negative,Jalani hidup dengan munafik itu perlu agar terlihat profesional. nDimana kamu sedang dalam cobaan tapi kamu harus berpura-pura tak ada masalah apapun.'
positive,yakin #2019GantiPresiden insyaallah #TGBZainulMajdi2019 #TGBPemimpinUmat #TGBforIndonesia2019 #KamiMauTGB
positive,Urusan mantan mah ga bakal abis2 diomongin.. anehnya mantan-mantan gw adalah pas mau nikah pasti pada nlp gw kayak org minta doa restu.. Malah ada yg seminggu mau nikah ngajakin kemping... Geblek...'
negative,"Ekonomi salah satu ilmu sosial yang mempelajari aktivitas manusia yang berhubungan dengan produksi, distribusi, dan konsumsi terhadap barang dan jasa."
negative,"Ayo bangun daerah papua ,jangan terprovokasi antek asing dg berita atau video yang akan menghancurkan dan menyesatkan'"
positive,Aparat yg keparat'
negative,Sama Cultural &amp Critical Studies.. Alhamdulillah udah lulus ku terlepas dari penderitaan ð??­
negative,"kalau ada yang bilang saya rasict karna gak mendukung LGBT ,fuck off lah!!!!!!!'"
positive,ganyang pki bersama tni ad URL
positive,Apa media ini antek komunis? waspadaPKI URL
negative,"Bloon lebih bawah dari bodoh, di bawah bloon ada goblok'"
negative,"Mungkin TGB bermaksud baik dgn dukung Jokowi, tp jgn lupa kasus fiktiF TGB dimaki2 di bandara Singapura oleh WNI Tionghoa (tokoh fiktif).'"
negative,"When i sta to wear hijab, baju mmg trs pki long sleeves pnya and klu boleh cri yg tutup bontot. Smpi skg terbiasa'"
positive,"Ehh TAIK, Bangsat lo, Omongan elo kayak IwAn bopeng, yg MO potong leher TNI, Bangsat lo IwAn bopeng, baek2in TNI. TAIK LO,"
positive,"Mantap bravo pasangan ideal cocok tuk 2019. Tumbangkn kaum antek"" cina."
positive,Hebat ya. Jokowi idola mentri termuda di Malaysia ini.. kampret &amp onta mlh disini mencibir prestasi Presiden.'
positive,"di ILC, ngaku Islam, sok debat pak tapi dia dari pa ai yg dukung penista agama. Nurani anda dimana ? #2019GantiPresiden "
negative,Hanya butuh laki setia bukan laki bajingan '
negative,"taun lalu aku solo trip ke seoul 9 hari, tanpa tau bahasanya, malah ketemu orang2 yang ngajak ngobrol dengan English seadanya dan bahkan pake Japanese juga. Nunjukkin kalo ternyata mereka ada kete arikan sama orang asing. Ga ketemu orang j"
negative,Pingin jilat memek'
negative,Li
negative,"Morgan mendatangi agama yahudi, kristen, Islam, suku Maya, Hindu, Budha, mencari tahu ttg kiamat #TheStoryofGod"
positive,Brisek lu mkn autis ntr'
positive,kenapa ulama tidak bereaksi terhadap &gt ini lebih gila menghina Islam. Apakah cuma senilai dunia agama kalian.
negative,"Ini Gubernur rasa Presiden, terlihat berwibawa berani MENATAP LAWAN BICARANYA DENGAN PENUH PERCAYA DIRI beda banget dengan yang ......... ."
positive,Lebih baik MUKMIN YANG ADIL daripada musyrik atau kafir yang zhalim.
positive,Saya juga heran dulu anda keliatan pintar tp sejak jd bani onta keliatan b*go nya'
negative,"Makkah dahulu negara merdeka. Pemimpin org2 kafir quraisyh. Juga wilayah2 lain spt tabuk, khaibar, hunain, taif...maka dilakukan penaklukan atasnya...'"
negative,Pilkada akan tetap sejuk asal elit tidak memancing untuk gaduh.. Pak Presiden sebagai simbol utama negara harus mampu berperilaku dan be utur yang menentramkan..
positive,Wajar jika kivlan zein benci dgn PKI. Wajar jg PKI benci dgn mrk jg para simpatisannya. daruratPKI URL
negative,Sepupu bos gw punya FB.. namanya Sin Ting.. sebagai orang Indonesia kalo baca nama FB nya pasti wa ngakak. nAkhirnya wa bilang kalo Sinting dalam bahasa Indonesia a inya crazy. Dan mereka te awa.'
negative,"Jika member iKON membandingkan B.I dengan seekor binatang, maka B.I adalah monyet. Dia juga mirip karena pintar'"
positive,indonesia mau bangun hambalang diteror..reklamasi oleh cina dan meika a lancar dan aman
positive,Gk usah ngomong ahok dia udh di imajinasi skrang tinggal tunggu pelantikan gubernur berbaur SARA anies sandiaga uno oktober 2017
negative,"Pada akhirnya, dia menganut agama Buddha, namun, dia banyak tahu tentang ajaran agama Islam, Kristen, Hindu, dan Konghucu. Like her parents, dia meyakini bahwa semua agama di dunia ini adalah benar, tidak ada yg baik dan buruk, tidak ada ajaran agama yg"
positive,Nomor2Koruptor negeri para korup diasuh cino babi URL
negative,Hahahaha kau bom komen apa weyh?'
positive,Pak jokowi semakin ketakutan akan kalah 2019 Projo kumpulan penipu kembali jadi andalan wakwawww
negative,"#BumdesMendunia nKementerian Desa, PDT dan Transmigrasi mendorong percepatan pembangunan desa di Indonesia. Saat ini juml '"
negative,#RETWEET nHijab Sangek Pengen Dientot n(Pa 2) n#blowjob #kontol #hijab #ngentothijab #sepongkontol n#sangeberat #san '
negative,#RETWEET nGadis Bandung Cantik Ngentot nSama Pacar Di Hotel.. n#horny #memek #colmek #colokmemek #jembut #memekbecek #n '
negative,"Sebelum rezim ini dan mulut kotor junjungan ko, ng ada umat yg terpecah belah. Jgn kan sesama muslim dgn yg non muslim aja kita akur2 aja koq. nBiar plhn kt beda di pilkada, pergi ke Tps jln bersama. Junjungan ko yg bik"
positive,Usir cina dr balaan mangondow...gan**ng
negative,"kalau pemahaman ana Hina disitu pandangan diri kita tehadap tuhan besar kepala takabur. Sombong.. Pada zat nya air yang d maksudkan suci.. Allah juga mngangkat drajat manusia pada mahluk te inggi dibanding malaikat, jin, iblis dan hewan.'"
negative,"Gua kaga pernah ngomong kasar, paling goblok doang'"
negative,One more? Now who is responsible?ð???ð???ð??¥ Syed Musarraf Syed Azhar Hamdi Pratyay Rajkumar Likhok Parmeswar Basumatary Manash Das Nilanjan Deb
negative,"Mas harus nge i juga, meredam konflik agar negara stabil... jangan dikit2 isu, bikin rusak perekonomian.... ekonomi itu luas jgn dipersempit..."
negative,Budak sekolah agama bukan malaikat. Tolong tegur kami bila buat salah
negative,_kepada smua pejabat yg beragama kristen dimanapun anda berada. JADILAH GARAM DAN TERANG.#JGNKORUPSI.'
negative,Success Story Ganjar Pranowo sebagai Gubernur Jateng #LupaBolehNgawurJangan #PilgubJateng2018 #KamiGanjarYasin #Ganjaryasin1 #JatengGayeng1 gi #PDIPerjuangan #KandangBant3ng
negative,Mampus diare'
negative,"Kehabisan dana kah sampai 14 proyek Strategis dibatalkan??? Ke 14 proyek itu di antaranya kereta api Jambi-Palembang, pembangunan rel kereta api di Kaltim, dan sistem penyediaan air minum Sumut, Bendungan di Sulteng, &amp kawasan ekonomi khusus Merauk"
positive,monyet bloon nAhok ga bs tutup krn mmg ga ada bukti pelanggaran nAnies nutup Ale krn mmg izinnya sdh tdk diperpanjang tp t '
positive,Memang yg bubarkan pki orba... Maka cara orba adalah paling pas. Lanjutken!. Berantas PKI.
negative,"Loh..... ini kan digaji sebagai anggota DPR.....kok APBN yang sudah disahkan sendiri , nggak tau......'"
negative,deklarasi pilkada 2018 aman dan anti hoa arga pejarakan jabon
negative,Sitante lagi pamer bokong sama apamnya yg lagi ingin sesuatu siapa tahu ada sidoi melirik nMmm lumayan buat iseng2'
positive,"Punya adek kok maling,udah kerja tetap maling,sampe mati tetap maling,anak haram kntl.'"
negative,"memang msh noob, sedih))'"
negative,"Uang puluhan triliun dari Inalum adalah hasil merger BUMN Tambang yang ujung2nya saham bbrp BUMN tambang yg dijual ke asing untuk divestasi Free Po , a inya yg dilakukan pemerintah ada"
positive,asu guwatel sok jual mahal bangettt asuuuuuuuuuuuuu'
negative,"Hanya di rezim ini setelah 50 tahun dikuras, Papua merasakan hasil tambang Freepo . Semoga Papua tambah maju ekonominya dan merasakan bahwa ia berada di Indonesia.'"
